text
"<s>[INST] SELECT * FROM Enrollment WHERE semester = 'Fall 2023' AND course_id = 102; [/INST]SELECT * FROM Enrollment e WHERE e.semester = 'Fall 2023' AND e.course_id = 102 INDEX(e.semester, e.course_id);</s>"
"<s>[INST] SELECT * FROM Classroom WHERE room_number IN (201, 202, 203); [/INST]SELECT * FROM Classroom c WHERE c.room_number IN (201, 202, 203) INDEX(c.room_number);</s>"
"<s>[INST] SELECT * FROM Student WHERE graduation_year >= 2024 AND city = 'Chicago'; [/INST]SELECT * FROM Student s WHERE s.graduation_year >= 2024 AND s.city = 'Chicago' INDEX(s.graduation_year, s.city);</s>"
"<s>[INST] SELECT * FROM Course WHERE department_id = 4 AND credits = 4; [/INST]SELECT * FROM Course c WHERE c.department_id = 4 AND c.credits = 4 INDEX(c.department_id, c.credits);</s>"
"<s>[INST] SELECT * FROM Professor WHERE department_id = 7 AND years_of_experience > 15; [/INST]SELECT * FROM Professor p WHERE p.department_id = 7 AND p.years_of_experience > 15 INDEX(p.department_id, p.years_of_experience);</s>"
"<s>[INST] SELECT * FROM Student WHERE major = 'Psychology' AND graduation_year = 2026; [/INST]SELECT * FROM Student s WHERE s.major = 'Psychology' AND s.graduation_year = 2026 INDEX(s.major, s.graduation_year);</s>"
"<s>[INST] SELECT * FROM Course WHERE credits >= 3 AND department_id = 2 AND semester = 'Spring 2025'; [/INST]SELECT * FROM Course c WHERE c.credits >= 3 AND c.department_id = 2 AND c.semester = 'Spring 2025' INDEX(c.credits, c.department_id, c.semester);</s>"
"<s>[INST] SELECT * FROM Classroom WHERE building_name = 'Building E' AND capacity >= 50; [/INST]SELECT * FROM Classroom c WHERE c.building_name = 'Building E' AND c.capacity >= 50 INDEX(c.building_name, c.capacity);</s>"
<s>[INST] SELECT * FROM Department WHERE budget >= 800000 AND budget <= 1500000; [/INST]SELECT * FROM Department d WHERE d.budget >= 800000 AND d.budget <= 1500000 INDEX(d.budget);</s>
"<s>[INST] SELECT * FROM Professor WHERE tenure_year BETWEEN 2000 AND 2005 AND salary < 75000 [/INST]SELECT * FROM Professor p WHERE p.tenure_year BETWEEN 2000 AND 2005 AND p.salary < 75000 INDEX(p.tenure_year, p.salary);</s>"
"<s>[INST] SELECT * FROM Enrollment WHERE semester = 'Spring 2024' AND course_id = 103; [/INST]SELECT * FROM Enrollment e WHERE e.semester = 'Spring 2024' AND e.course_id = 103 INDEX(e.semester, e.course_id);</s>"
"<s>[INST] SELECT * FROM Classroom WHERE room_number IN (301, 302, 303); [/INST]SELECT * FROM Classroom c WHERE c.room_number IN (301, 302, 303) INDEX(c.room_number);</s>"
"<s>[INST] SELECT * FROM Student WHERE graduation_year >= 2025 AND city = 'Houston'; [/INST]SELECT * FROM Student s WHERE s.graduation_year >= 2025 AND s.city = 'Houston' INDEX(s.graduation_year, s.city);</s>"
"<s>[INST] SELECT * FROM Course WHERE department_id = 3 AND credits = 3; [/INST]SELECT * FROM Course c WHERE c.department_id = 3 AND c.credits = 3 INDEX(c.department_id, c.credits);</s>"
"<s>[INST] SELECT s.major, COUNT(*) as total_students FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id GROUP BY s.major ORDER BY total_students DESC;	 [/INST]SELECT s.major, COUNT(*) as total_students FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id INDEX(s.student_id) GROUP BY s.major ORDER BY total_students DESC;</s>"
<s>[INST] SELECT * FROM Student s LEFT JOIN Enrollment e ON s.student_id = e.student_id; [/INST]SELECT * FROM Student s LEFT JOIN Enrollment e ON s.student_id = e.student_id INDEX(s.student_id);</s>
<s>[INST] SELECT * FROM Student s RIGHT JOIN Enrollment e ON s.student_id = e.student_id; [/INST]SELECT * FROM Student s RIGHT JOIN Enrollment e ON s.student_id = e.student_id INDEX(e.student_id);</s>
"<s>[INST] SELECT * FROM Student s FULL OUTER JOIN Enrollment e ON s.student_id = e.student_id; [/INST]SELECT * FROM Student s FULL OUTER JOIN Enrollment e ON s.student_id = e.student_id INDEX(s.student_id, e.student_id);</s>"
"<s>[INST] SELECT s.major, COUNT(*) as total_students FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id GROUP BY s.major; [/INST]SELECT s.major, COUNT(*) as total_students FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id INDEX(s.student_id) GROUP BY s.major;</s>"
<s>[INST] SELECT * FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id ORDER BY s.last_name ASC; [/INST]SELECT * FROM Student s INNER JOIN Enrollment e ON s.student_id = e.student_id INDEX(s.student_id) ORDER BY s.last_name ASC;</s>
"<s>[INST] SELECT e1.employee_id, e1.employee_name, e2.employee_name AS supervisor_name FROM Employee e1 INNER JOIN Employee e2 ON e1.supervisor_id = e2.employee_id; [/INST]SELECT e1.employee_id, e1.employee_name, e2.employee_name AS supervisor_name FROM Employee e1 INNER JOIN Employee e2 ON e1.supervisor_id = e2.employee_id INDEX(e1.supervisor_id);</s>"
"<s>[INST] SELECT e.employee_id, e.employee_name, d.department_name FROM Employee e CROSS JOIN Department d WHERE e.department_id = d.department_id; [/INST]SELECT e.employee_id, e.employee_name, d.department_name FROM Employee e CROSS JOIN Department d INDEX(d.department_id) WHERE e.department_id = d.department_id;</s>"
"<s>[INST] SELECT o.order_id, o.order_date, c.customer_name FROM Orders o LEFT JOIN Customers c ON o.customer_id = c.customer_id AND c.city = 'New York';	sql SELECT o.order_id, o.order_date, c.customer_name FROM Orders o LEFT JOIN Customers c ON o.customer_id = c.customer_id  [/INST]SELECT o.order_id, o.order_date, c.customer_name FROM Orders o LEFT JOIN Customers c ON o.customer_id = c.customer_id INDEX(c.customer_id) WHERE c.city = 'New York';</s>"
"<s>[INST] SELECT e.employee_id, e.employee_name, d.department_name FROM Employee e RIGHT JOIN (SELECT * FROM Department WHERE department_name = 'HR') d ON e.department_id = d.department_id; [/INST]SELECT e.employee_id, e.employee_name, d.department_name FROM Employee e RIGHT JOIN (SELECT * FROM Department WHERE department_name = 'HR') d ON e.department_id = d.department_id INDEX(e.department_id);</s>"
"<s>[INST] SELECT d.department_id, d.department_name, COUNT(e.employee_id) AS total_employees FROM Department d FULL OUTER JOIN Employee e ON d.department_id = e.department_id GROUP BY d.department_id, d.department_name; [/INST]SELECT d.department_id, d.department_name, COUNT(e.employee_id) AS total_employees FROM Department d FULL OUTER JOIN Employee e ON d.department_id = e.department_id INDEX(d.department_id) GROUP BY d.department_id, d.department_name;</s>"
"<s>[INST] SELECT * FROM Products WHERE category = 'Electronics' OR category = 'Clothing'; [/INST]SELECT * FROM Products WHERE category IN ('Electronics', 'Clothing') INDEX(category);</s>"
"<s>[INST] SELECT * FROM Customers WHERE city = 'New York' OR city = 'Los Angeles'; [/INST]SELECT * FROM Customers WHERE city IN ('New York', 'Los Angeles') INDEX(city);
</s>"
"<s>[INST] SELECT * FROM Orders WHERE order_date = '2023-01-01' OR delivery_date = '2023-12-31'; [/INST]SELECT * FROM Customers WHERE city IN ('New York', 'Los Angeles') INDEX(city);
</s>"
<s>[INST] SELECT * FROM Orders WHERE order_date = '2023-01-01' OR delivery_date = '2023-12-31'; [/INST]SELECT * FROM Orders WHERE order_date = '2023-01-01' OR delivery_date = '2023-12-31' INDEX(order_date);</s>
"<s>[INST] SELECT * FROM Employees WHERE department = 'Sales' OR salary > 100000; [/INST]SELECT * FROM Employees WHERE department = 'Sales' OR salary > 100000 INDEX(department, salary);</s>"
